"Record ID","Item type","Content type","ISSN","Languages","Library of Congress classifications","Dewey classifications","Title","Other titles","Creators/Contributors","Publisher","Country of publication","Journal","Publication frequency","Year","Volume","Part/Number","Issue","Supplement","Season/Month","Start page","End page","Citation","British Library shelfmark"
"(Uk)EN020656438","case study/report","text","0094-8373","","QE701","560","The promotion and prevention of recoiling in a maximally snaillike vermetid gastropod: a case study for the centenary of Dollo's Law","","Gould, S. J. ; Robinson, B. A.","PALEOBIOLOGY","United States","PALEOBIOLOGY -CHICAGO","4 issues per year","1994","20","3","","","","368","","PALEOBIOLOGY -CHICAGO 20(3), 368. (1994)","6345.280000"
"(Uk)EN020656440","article","text","0094-8373","","QE701","560","Stable isotopic signals and photosymbiosis in Late Paleocene planktic foraminifera","","D'Hondt, S. ; Schultz, G. ; Zachos, J. C.","PALEOBIOLOGY","United States","PALEOBIOLOGY -CHICAGO","4 issues per year","1994","20","3","","","","391","","PALEOBIOLOGY -CHICAGO 20(3), 391. (1994)","6345.280000"
"(Uk)EN021151014","article","text","0251-1223","","QH301","560","Temperature Dependent Responses of Lymnaea acuminata (Lamark) to Copper sulphate","","Durve, V. S. ; Gupta, A. K. ; Mathur, S.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1994","21","3","","","","149","","GEOBIOS -JODHPUR 21(3), 149. (1994)","4116.901500"
"(Uk)EN021151026","article","text","0251-1223","","QH301","560","Lipid concentration in the Pupal Haemolymph of different Races and F'1s of Six Crosses of Antheraea mylitta Drury","","Kar, P. K. ; Sinha, R. K. ; Srivastava, P. P. ; Thangavelu, K.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1994","21","3","","","","155","","GEOBIOS -JODHPUR 21(3), 155. (1994)","4116.901500"
"(Uk)EN021151038","article","text","0251-1223","","QH301","560","Effect of Chrome Salt on Soil Bacteria","","Gomathinayagam, P. ; Lakshmanaperumalsamy, P. ; Shiek Mujibur Rahman, P. K.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1994","21","3","","","","159","","GEOBIOS -JODHPUR 21(3), 159. (1994)","4116.901500"
"(Uk)EN021151040","article","text","0251-1223","","QH301","560","Toxicity of Natural Essential Oils to Mosquitoes, Aedes aegypti and Culex fatigans","","Deshpande, S. G. ; Joseph, M. ; Sharma, R. N. ; Tungikar, V. B.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1994","21","3","","","","162","","GEOBIOS -JODHPUR 21(3), 162. (1994)","4116.901500"
"(Uk)EN021151051","article","text","0251-1223","","QH301","560","Toxicity Evaluation of Herbal Smoke and Synthetic Mosquito Mat on Culex quinquefasciatus Say","","Manoharan, A. C. ; Revathy, C. ; Selvaraj Pandian, R.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1994","21","3","","","","166","","GEOBIOS -JODHPUR 21(3), 166. (1994)","4116.901500"
"(Uk)EN021151063","article","text","0251-1223","","QH301","560","Fermentative Production of Citric acid by Aspergillus japonicus: Effect of Phosphorus source","","Karkashe, R. ; Sonar, M. L.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1994","21","3","","","","169","","GEOBIOS -JODHPUR 21(3), 169. (1994)","4116.901500"
"(Uk)EN021151075","article","text","0251-1223","","QH301","560","Antifungal Activity of Neemgold against Two Soil-borne Plant Pathogenic Fungi","","Diraviam, G. ; Mahalakshmi, V. K. ; Murugesan, K.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1994","21","3","","","","173","","GEOBIOS -JODHPUR 21(3), 173. (1994)","4116.901500"
"(Uk)EN021151087","article","text","0251-1223","","QH301","560","Interaction between VA-Mycorrhizae and Rhizobium and their effects on Chickpea in unsterilized Soil","","Chandra, S. ; Harbans Kaur Kehri","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1994","21","3","","","","177","","GEOBIOS -JODHPUR 21(3), 177. (1994)","4116.901500"
"(Uk)EN021151099","article","text","0251-1223","","QH301","560","Studies on Agrosilvicultural systems under Rainfed and Light soil conditions of Madhya Pradesh","","Sharma, R. S. ; Shukla, V. K. ; Upadhyaya, S. P.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1994","21","3","","","","182","","GEOBIOS -JODHPUR 21(3), 182. (1994)","4116.901500"
"(Uk)EN021151105","article","text","0251-1223","","QH301","560","Studies on Morpho-physiological changes in Maize under various intercropping Systems and Nitrogen supplies","","Sharma, R. S. ; Shukla, V. K.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1994","21","3","","","","187","","GEOBIOS -JODHPUR 21(3), 187. (1994)","4116.901500"
"(Uk)EN021151117","article","text","0251-1223","","QH301","560","Absolute Population trend of Pieris brassicae L. larvae on Brassica oilseed Crops","","Dutta, S. K.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1994","21","3","","","","192","","GEOBIOS -JODHPUR 21(3), 192. (1994)","4116.901500"
"(Uk)EN021151129","article","text","0251-1223","","QH301","560","Effect of Artificial Diets on the Fecundity of Macrobrachium jamarrei lamarrei","","Chakraborty, S. ; Qureshi, T. A.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1994","21","3","","","","195","","GEOBIOS -JODHPUR 21(3), 195. (1994)","4116.901500"
"(Uk)EN021151130","article","text","0251-1223","","QH301","560","Effect of different wavelengths of Light on Germination, Seedling growth and Pigment contents of Sugarbeet","","Sharma, K. D.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1994","21","3","","","","203","","GEOBIOS -JODHPUR 21(3), 203. (1994)","4116.901500"
"(Uk)EN021151142","article","text","0251-1223","","QH301","560","Effect of Sulphur Fungicide on Sulphur content, Yield and Diseases of different Economic crops","","Bhatia, J. N.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1994","21","3","","","","206","","GEOBIOS -JODHPUR 21(3), 206. (1994)","4116.901500"
"(Uk)EN021151154","article","text","0251-1223","","QH301","560","Evaluation of Water-logged Soils from different localities of Gujarat","","Balaji, K.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1994","21","3","","","","210","","GEOBIOS -JODHPUR 21(3), 210. (1994)","4116.901500"
"(Uk)EN021151166","article","text","0251-1223","","QH301","560","Response of Cicer arietinum L. to Rhizobium inoculation and Phosphorus","","Poonia, K. L.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1994","21","3","","","","213","","GEOBIOS -JODHPUR 21(3), 213. (1994)","4116.901500"
"(Uk)EN021151178","article","text","0251-1223","","QH301","560","Responses of three Climacteric fruits to infection with Aspergillus niger in relation to Chemical composition","","Arunachalam, A. ; Dharmaraj, K.","UNIVERSITY CLAUDE-BERNARD, LYON","India","GEOBIOS -JODHPUR","4 issues per year","1994","21","3","","","","214","","GEOBIOS -JODHPUR 21(3), 214. (1994)","4116.901500"
"(Uk)EN022411688","article","text","0031-0182","","QE500","560.45","The use of trend surfaces in palaeoenvironmental reconstructions","","Le Roux, J. P.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1994","111","3/4","","","","185","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 111(3/4), 185. (1994)","6343.450000"
"(Uk)EN022411690","article","text","0031-0182","","QE500","560.45","Palaeoenvironmental reconstruction of a Pleistocene lacustrine sequence from faunal assemblages and ostracode shell geochemistry, Baza Basin, SE Spain","","Anadon, P. ; Julia, R. ; Utrilla, R.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1994","111","3/4","","","","191","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 111(3/4), 191. (1994)","6343.450000"
"(Uk)EN022411706","article","text","0031-0182","","QE500","560.45","Stable carbon and oxygen isotope compositions of mollusc shells from Britain and New Zealand","","Curry, G. B. ; Fallick, A. E. ; Mitchell, L.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1994","111","3/4","","","","207","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 111(3/4), 207. (1994)","6343.450000"
"(Uk)EN022411718","article","text","0031-0182","","QE500","560.45","Evidence for a relict glacial landscape in Quebec-Labrador","","Borgstroem, I. ; Haettestrand, C. ; Kleman, J.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1994","111","3/4","","","","217","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 111(3/4), 217. (1994)","6343.450000"
"(Uk)EN022411720","article","text","0031-0182","","QE500","560.45","Last glacial 'coastal' dunes in Eastern Australia and implications for landscape stability during the Last Glacial Maximum","","Bryant, E. ; Hesp, P. ; Thom, B.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1994","111","3/4","","","","229","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 111(3/4), 229. (1994)","6343.450000"
"(Uk)EN022411731","article","text","0031-0182","","QE500","560.45","Magnetostratigraphy and biostratigraphy of an Anisian-Ladinian (Middle Triassic) boundary section from Hydra (Greece)","","Channell, J. E. T. ; Muttoni, G. ; Nicora, A. ; Rettori, R.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1994","111","3/4","","","","249","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 111(3/4), 249. (1994)","6343.450000"
"(Uk)EN022411743","article","text","0031-0182","","QE500","560.45","Lower Cretaceous carbonate platform facies, Western Carpathians","","Michalik, J.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1994","111","3/4","","","","263","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 111(3/4), 263. (1994)","6343.450000"
"(Uk)EN022411755","article","text","0031-0182","","QE500","560.45","Fire, climate, and the persistence of desert varnish near Dampier, Western Australia","","Dragovich, D.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1994","111","3/4","","","","279","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 111(3/4), 279. (1994)","6343.450000"
"(Uk)EN022411767","article","text","0031-0182","","QE500","560.45","Micromorphology of the Belyuan loess-paleosol sequence in Gansu Province, China: geomorphological and paleo-environmental significance","","Derbyshire, E. ; Fang, X. ; Fitzpatrick, E. A. ; Li, J.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1994","111","3/4","","","","289","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 111(3/4), 289. (1994)","6343.450000"
"(Uk)EN022411779","article","text","0031-0182","","QE500","560.45","The evolution of biodiversity among the Southwest European Neogene rodent (Mammalia, Rodentia) communities: pattern and process of diversification and extinction","","Jaeger, J.-J.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1994","111","3/4","","","","305","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 111(3/4), 305. (1994)","6343.450000"
"(Uk)EN022411780","article","text","0031-0182","","QE500","560.45","Browse Basin, Northwest Australia: the evolution, palaeogeography and petroleum potential of a passive continental margin","","Cadman, S. J. ; Stephenson, A. E.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1994","111","3/4","","","","337","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 111(3/4), 337. (1994)","6343.450000"
"(Uk)EN022411792","article","text","0031-0182","","QE500","560.45","Development of a largely anoxic stratified ocean and its temporary massive mixing at the Permlan/Triassic boundary supported by the sulfur isotopic record","","Ishida, K. ; Ishiga, H. ; Kajiwara, Y. ; Yamakita, S.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1994","111","3/4","","","","367","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 111(3/4), 367. (1994)","6343.450000"
"(Uk)EN023078855","article","text","0094-8373","","QE701","560","Phylogeny reconstruction and the tempo of speciation in cheilostome Bryozoa","","Cheetham, A. H. ; Jackson, J. B. C.","PALEOBIOLOGY","United States","PALEOBIOLOGY -CHICAGO","4 issues per year","1994","20","4","","","","407","","PALEOBIOLOGY -CHICAGO 20(4), 407. (1994)","6345.280000"
"(Uk)EN023078867","article","text","0094-8373","","QE701","560","Temporal variation in extinction risk and temporal scaling of extinction metrics","","Foote, M.","PALEOBIOLOGY","United States","PALEOBIOLOGY -CHICAGO","4 issues per year","1994","20","4","","","","424","","PALEOBIOLOGY -CHICAGO 20(4), 424. (1994)","6345.280000"
"(Uk)EN023078879","article","text","0094-8373","","QE701","560","Volatility and the Phanerozoic decline of background extinction intensity","","Gilinsky, N. L.","PALEOBIOLOGY","United States","PALEOBIOLOGY -CHICAGO","4 issues per year","1994","20","4","","","","445","","PALEOBIOLOGY -CHICAGO 20(4), 445. (1994)","6345.280000"
"(Uk)EN023078880","article","text","0094-8373","","QE701","560","Confidence intervals on stratigraphic ranges: partial relaxation of the assumption of randomly distributed fossil horizons","","Marshall, C. R.","PALEOBIOLOGY","United States","PALEOBIOLOGY -CHICAGO","4 issues per year","1994","20","4","","","","459","","PALEOBIOLOGY -CHICAGO 20(4), 459. (1994)","6345.280000"
"(Uk)EN023078892","article","text","0094-8373","","QE701","560","Comparing the stratigraphic record to estimates of phylogeny","","Huelsenbeck, J. P.","PALEOBIOLOGY","United States","PALEOBIOLOGY -CHICAGO","4 issues per year","1994","20","4","","","","470","","PALEOBIOLOGY -CHICAGO 20(4), 470. (1994)","6345.280000"
"(Uk)EN023078909","article","text","0094-8373","","QE701","560","Recognizing morphospecies in colonial reef corals: I. Landmark-based methods","","Budd, A. F. ; Johnson, K. G. ; Potts, D. C.","PALEOBIOLOGY","United States","PALEOBIOLOGY -CHICAGO","4 issues per year","1994","20","4","","","","484","","PALEOBIOLOGY -CHICAGO 20(4), 484. (1994)","6345.280000"
"(Uk)EN023078910","article","text","0094-8373","","QE701","560","Rates of evolution in the dentition of early Eocene Cantius: comparison of size and shape","","Clyde, W. C. ; Gingerich, P. D.","PALEOBIOLOGY","United States","PALEOBIOLOGY -CHICAGO","4 issues per year","1994","20","4","","","","506","","PALEOBIOLOGY -CHICAGO 20(4), 506. (1994)","6345.280000"
"(Uk)EN023078922","book review","text","0094-8373","","QE701","560","Were the Ediacaran fossils lichens?","","Retallack, G. J.","PALEOBIOLOGY","United States","PALEOBIOLOGY -CHICAGO","4 issues per year","1994","20","4","","","","523","","PALEOBIOLOGY -CHICAGO 20(4), 523. (1994)","6345.280000"
"(Uk)EN023272623","article","text","0031-0182","","QE500","560.45","The paleoecology and stratigraphy of Nichols Meadow, Sierra National Forest, California, USA","","Anderson, R. C. ; Koehler, P. A.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1994","112","1/2","","","","1","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 112(1/2), 1. (1994)","6343.450000"
"(Uk)EN023272635","article","text","0031-0182","","QE500","560.45","Late Pleistocene palaeoceanography of the Tasman Sea: Implications for the dynamics of the warm pool in the western Pacific","","Martinez, J. I.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1994","112","1/2","","","","19","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 112(1/2), 19. (1994)","6343.450000"
"(Uk)EN023272647","article","text","0031-0182","","QE500","560.45","Bioturbated oxygenation-event beds in siliceous facies: Monterey Formation (Miocene), California","","Fullerton, R. R. ; Ozalas, K. ; Savrda, C. E.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1994","112","1/2","","","","63","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 112(1/2), 63. (1994)","6343.450000"
"(Uk)EN023272659","article","text","0031-0182","","QE500","560.45","Analysis of the composition and selective preservation of organic matter in surficial deep-sea sediments from a high-productivity area (Banda Sea, Indonesia)","","Van Waveren, I. ; Visscher, H.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1994","112","1/2","","","","85","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 112(1/2), 85. (1994)","6343.450000"
"(Uk)EN023272660","article","text","0031-0182","","QE500","560.45","The late-glacial moraine sequences in Mexico: is there evidence for the Younger Dryas event?","","Heine, K.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1994","112","1/2","","","","113","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 112(1/2), 113. (1994)","6343.450000"
"(Uk)EN023272672","article","text","0031-0182","","QE500","560.45","The Syrian arc system","","Shahar, J.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1994","112","1/2","","","","125","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 112(1/2), 125. (1994)","6343.450000"
"(Uk)EN023272684","article","text","0031-0182","","QE500","560.45","Cyclic changes in the sedimentary environment during the last interglacial/glacial cycle; coastal Jameson Land, East Greenland","","Landvik, J. Y. ; Lysaa, A.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1994","112","1/2","","","","143","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 112(1/2), 143. (1994)","6343.450000"
"(Uk)EN023272696","article","text","0031-0182","","QE500","560.45","Gondwanan (Late Jurassic and Cretaceous) palaeosurfaces of the Australian craton","","Twidale, C. R.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1994","112","1/2","","","","157","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 112(1/2), 157. (1994)","6343.450000"
"(Uk)EN023981970","article","text","0031-0182","","QE500","560.45","An environmental reconstruction of the palaeo-Amazon River system (Middle-Late Miocene, NW Amazonia)","","Hoorn, C.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1994","112","3/4","","","","187","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 112(3/4), 187. (1994)","6343.450000"
"(Uk)EN023981981","article","text","0031-0182","","QE500","560.45","Cretaceous history of Pacific Basin guyot reefs: a reappraisal based on geothermal endo-upwelling","","Fagerstrom, J. A. ; Rougerie, F.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1994","112","3/4","","","","239","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 112(3/4), 239. (1994)","6343.450000"
"(Uk)EN023981993","article","text","0031-0182","","QE500","560.45","Some limitations in using leaf physiognomic data as a precise method for determining paleoclimates with an example from the Late Cretaceous Pautut Flora of West Greenland","","Boyd, A.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1994","112","3/4","","","","261","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 112(3/4), 261. (1994)","6343.450000"
